epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1624075697,06/19/2021 00:08:17 -04:00,5,40.4219,-79.8904,15218,Sulfur type smell,"Sore throat, fatigue",I had to turn off my window ac before of the pollution. When is this evil going to get stopped!???
1624090416,06/19/2021 04:13:36 -04:00,5,40.3277,-79.8855,15045,"Clairton mill,  Irvin flares, stinks","Headache, eyes burning can’t breathe",
1624098728,06/19/2021 06:32:08 -04:00,4,40.4862,-80.0481,15212,,,
1624119361,06/19/2021 12:16:01 -04:00,3,40.4147,-79.9702,15210,,,
1624119890,06/19/2021 12:24:50 -04:00,1,40.3221,-79.9693,15236,,,
1624122464,06/19/2021 13:07:44 -04:00,3,40.4244,-79.9234,15217,,,
1624135400,06/19/2021 16:43:20 -04:00,4,40.4313,-79.9166,15217,,,
1624139538,06/19/2021 17:52:18 -04:00,1,40.3063,-80.0462,15102,,,
1624146593,06/19/2021 19:49:53 -04:00,2,40.5157,-80.0017,15237,Wet,They raa,Caw eyteeeytee we wwawwawwr
1624153192,06/19/2021 21:39:52 -04:00,1,40.5571,-80.0606,15237,,,
1624153917,06/19/2021 21:51:57 -04:00,4,40.4859,-80.0481,15212,,,
1624157017,06/19/2021 22:43:37 -04:00,4,40.4603,-79.961,15213,,,
1624157027,06/19/2021 22:43:47 -04:00,4,40.3898,-80.0517,15216,Wood ,Migraine chest pain palpitations ,Please help us prisoner in own home health deteriorating 
1624185747,06/20/2021 06:42:27 -04:00,4,40.4859,-80.0489,15212,,,
1624187075,06/20/2021 07:04:35 -04:00,4,40.4328,-79.8762,15218,"Who cares, it’s the dangerous particulates I can’t smell that impact health. ",Stinging eyes. Increased probability of death. ,
1624187099,06/20/2021 07:04:59 -04:00,3,40.3702,-80.0867,15243,Firepit stink from last night ,,"Between firepits and fireworks, I can't even keep my windows open in the spring and summer. "
1624187969,06/20/2021 07:19:29 -04:00,3,40.4559,-80.0082,15212,Sewage or rotting food,,
1624191747,06/20/2021 08:22:27 -04:00,4,40.4278,-79.8821,15218,Acrid industrial emissions outside. No wind but co. airport says out of south.,,
1624193311,06/20/2021 08:48:31 -04:00,4,40.3878,-79.9063,15120,Burning sulfur combined with exhaust fumes. n*sty and disgusting. House is going up for sale and I can't wait to get away from this putrid air. ,Disrupted sleep. Coughing. Sore throat. Nausea. ,
1624202780,06/20/2021 11:26:20 -04:00,2,40.4363,-79.9495,15213,,,
1624209634,06/20/2021 13:20:34 -04:00,5,40.4555,-80.0028,15212,AGH Hospital helicopter,,
1624211151,06/20/2021 13:45:51 -04:00,5,40.4542,-80.0033,15212,Hospital helicopters,Headaches,
1624221863,06/20/2021 16:44:23 -04:00,4,40.4793,-79.9575,15201,industrial,,
1624222044,06/20/2021 16:47:24 -04:00,1,40.307,-80.0463,15102,,,
1624226193,06/20/2021 17:56:33 -04:00,1,40.4531,-79.9105,15208,,,
1624229182,06/20/2021 18:46:22 -04:00,5,40.4448,-80.0466,15220,Not a bad smell.  Delicious. Smells like the brisket has been smoking on the charcoal smoker for 9 hours. (Yes it was delicious),"Pleasant, mouth watering, wood smoke, BBQ, awesomeness ",Mmm mmm finger lickin good bbq
1624235960,06/20/2021 20:39:20 -04:00,2,40.4513,-79.9582,15219,,,
1624236414,06/20/2021 20:46:54 -04:00,4,40.3723,-80.0719,15243,Sudden sulfur and stagnant water funk,Wtf?,
1624236439,06/20/2021 20:47:19 -04:00,5,40.2977,-79.873,15025,,,
1624243479,06/20/2021 22:44:39 -04:00,5,40.3286,-79.8871,15045,Sulphur. Clairton mill,"Nose burning, eyes watering, cough, can’t breathe",
1624244089,06/20/2021 22:54:49 -04:00,4,40.4317,-79.8955,15218,Industrial ,,
1624244564,06/20/2021 23:02:44 -04:00,4,40.5112,-80.1583,15108,Cat Pee AGAINNNN ,Headache ,This smell has been consistent with the very humid nights and mornings 
1624266994,06/21/2021 05:16:34 -04:00,3,40.4838,-80.0481,15212,,,
1624273226,06/21/2021 07:00:26 -04:00,4,40.4837,-80.0477,15212,,,
1624273789,06/21/2021 07:09:49 -04:00,1,40.4286,-79.8852,15218,,,
1624274572,06/21/2021 07:22:52 -04:00,1,40.4336,-79.8593,15221,,,
1624279014,06/21/2021 08:36:54 -04:00,4,40.414,-79.8478,15221,Eggy farts,,
1624281646,06/21/2021 09:20:46 -04:00,4,40.3455,-79.8928,15034,Sulphuric,Irritated eyes and throat. ,
1624281660,06/21/2021 09:21:00 -04:00,5,40.347,-79.8923,15034,Industrial,"Sore throat, can’t go OUTSIDE MY HOME",
1624294768,06/21/2021 12:59:28 -04:00,5,40.4541,-80.0014,15212,AGH helicopter ,"Lung irritation, headache, asthma","I have my students from MLK elementary playing outside. AGH is dumping jet fuel all over their little lungs. One kid stopped playing tag! Why does AGH park so close to a K-8 school? They’re like 100 feet away! Bet they wouldn’t dare do this if it were a white school. Environmental racism first hand. And it’s a hospital, are they developing asthma patients for clinical trials? 

AGH, PLEASE be a responsible neighbor and build a proper helipad, higher and further from elementary school, baseball field, public parks!!!!"
1624301589,06/21/2021 14:53:09 -04:00,3,40.4855,-80.047,15212,,,
1624309772,06/21/2021 17:09:32 -04:00,5,40.4471,-79.8589,15235,Rotten eggs,"Nausea, nasal irritation ",
1624310459,06/21/2021 17:20:59 -04:00,4,40.4324,-79.8765,15218,Rotten eggs,Headache,Smelled absolutely awful after it rained 
1624310748,06/21/2021 17:25:48 -04:00,4,40.3861,-79.9061,15120,Exhaust AS USUAL. ,Coughing. Can't breathe deeply. ,
1624312112,06/21/2021 17:48:32 -04:00,4,40.4101,-79.9399,15207,Strong sulfur reek about an hour after today’s rain ,,
1624316900,06/21/2021 19:08:20 -04:00,1,40.4542,-80.0014,15212,,,
1624318086,06/21/2021 19:28:06 -04:00,5,40.3827,-79.8575,15110,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1624322178,06/21/2021 20:36:18 -04:00,3,40.4442,-79.8453,15235,Industrial H2S,,
1624322297,06/21/2021 20:38:17 -04:00,4,40.4171,-79.9714,15210,Disgusting smoke smell back in the air. Do something about this already.,Headache,The
1624322752,06/21/2021 20:45:52 -04:00,3,40.4198,-79.8576,15221,Stinky rggs,,
1624325082,06/21/2021 21:24:42 -04:00,3,40.4228,-79.9219,15217,,,
1624329855,06/21/2021 22:44:15 -04:00,4,40.4478,-79.9581,15219,Smokey,Burning eyes ,Smells like something is burning. 
1624337767,06/22/2021 00:56:07 -04:00,1,40.3897,-79.8723,15122,,,
1624357147,06/22/2021 06:19:07 -04:00,1,40.485,-80.0486,15212,,,
1624361758,06/22/2021 07:35:58 -04:00,2,40.4318,-79.9558,15213,,,
1624365579,06/22/2021 08:39:39 -04:00,4,40.4291,-79.882,15218,Thick air,Watery eyes,
1624373972,06/22/2021 10:59:32 -04:00,5,40.4562,-80.0024,15212,AGH helicopter ,,
1624376489,06/22/2021 11:41:29 -04:00,1,40.4283,-79.9377,15207,,,
1624378000,06/22/2021 12:06:40 -04:00,4,40.4785,-79.9576,15201,,,
1624380609,06/22/2021 12:50:09 -04:00,5,40.4556,-80.0036,15212,AGH helicopter dumping jet fuel on children at MLK elementary school,,
1624380751,06/22/2021 12:52:31 -04:00,5,40.4558,-80.0005,15212,AGH helicopter ,"Young lungs at play, AGH helicopter idling 100 feet away","#environmentalracism, AGH—build a real helipad! Get off our backs!"
1624382658,06/22/2021 13:24:18 -04:00,5,40.4227,-79.7639,15146,Tar,Headache ,
1624387288,06/22/2021 14:41:28 -04:00,3,40.4529,-79.9233,15206,Burning garbage,Burning eyes,
1624389968,06/22/2021 15:26:08 -04:00,3,40.3074,-80.0471,15102,Wood burning since around noon,,
1624390323,06/22/2021 15:32:03 -04:00,5,40.4572,-80.004,15212,Allegheny General Hospital Helicopter ,Burning eyes and lungs from jetfuel wafting over neighborhood ,
1624391090,06/22/2021 15:44:50 -04:00,3,40.4218,-79.9205,15217,Sulfur/industrial ,,
1624397804,06/22/2021 17:36:44 -04:00,1,40.4492,-79.9497,15213,,,Fresh!
1624414458,06/22/2021 22:14:18 -04:00,4,40.3863,-79.8837,15122,Industrial,,
1624435290,06/23/2021 04:01:30 -04:00,3,40.4233,-79.8837,15218,Smokey metal,Stuffy nose ,
1624441409,06/23/2021 05:43:29 -04:00,4,40.4284,-79.8841,15218,Industrial Sulfur plumage. Allegheny  Co. Airport reports winds out of south last few hours. VOC levels up sharply along with.PM.,,
1624441480,06/23/2021 05:44:40 -04:00,5,40.5017,-79.9056,15215,Rotten eggy,,The stench this morning is awful. 
1624442219,06/23/2021 05:56:59 -04:00,4,40.4461,-79.9075,15208,,,
1624443069,06/23/2021 06:11:09 -04:00,5,40.4314,-79.8756,15218,Industrial ,,
1624443524,06/23/2021 06:18:44 -04:00,5,40.4235,-79.9304,15217,imdustrial burning,,
1624444629,06/23/2021 06:37:09 -04:00,4,40.4634,-79.9406,15224,Industrial,,
1624445091,06/23/2021 06:44:51 -04:00,4,40.4693,-79.9285,15206,Rotten eggs ,,
1624445832,06/23/2021 06:57:12 -04:00,4,40.4353,-79.9188,15217,Sulfur,,
1624446333,06/23/2021 07:05:33 -04:00,3,40.4676,-79.9407,15224,,,
1624446613,06/23/2021 07:10:13 -04:00,3,40.4231,-79.8891,15218,,,
1624446993,06/23/2021 07:16:33 -04:00,3,40.444,-79.9321,15217,,,
1624447076,06/23/2021 07:17:56 -04:00,3,40.424,-79.9188,15217,Industrial,,
1624447111,06/23/2021 07:18:31 -04:00,5,40.4819,-79.9305,15206,Industrial,Sniffling,
1624447404,06/23/2021 07:23:24 -04:00,4,40.423,-79.8439,15221,exhaustion industrial burn,,
1624447477,06/23/2021 07:24:37 -04:00,5,40.4716,-79.9151,15206,Sulfur,Trouble sleeping. Trouble breathing.,Industrial pollution is a danger to public health.
1624447652,06/23/2021 07:27:32 -04:00,3,40.4588,-79.9268,15206,Sulphur ,,
1624448071,06/23/2021 07:34:31 -04:00,4,40.4627,-79.9076,15206,Clairton stench ,,A beautiful day spoiled by air pollution!
1624448080,06/23/2021 07:34:40 -04:00,5,40.436,-79.8893,15221,,,
1624448109,06/23/2021 07:35:09 -04:00,5,40.3855,-79.9041,15120,Burning acrid sulfur stench. It's so disgusting here. ,Interrupted sleep multiple times all night. Sore throat. ,
1624448135,06/23/2021 07:35:35 -04:00,5,40.3272,-79.883,15045,Rotten eggs ,"Headache, exacerbating asthma ",Please fine
1624448229,06/23/2021 07:37:09 -04:00,5,40.4045,-79.9058,15120,Industrial,,
1624448635,06/23/2021 07:43:55 -04:00,4,40.4342,-79.8913,15221,,,
1624448894,06/23/2021 07:48:14 -04:00,5,40.4448,-79.9139,15217,,,
1624448964,06/23/2021 07:49:24 -04:00,3,40.4342,-79.8767,15218,Like PM2.5,Stinging eyes,
1624448968,06/23/2021 07:49:28 -04:00,3,40.4288,-79.9221,15217,,,
1624449001,06/23/2021 07:50:01 -04:00,5,40.4478,-79.9043,15208,Industrial ,,
1624449801,06/23/2021 08:03:21 -04:00,4,40.4111,-79.916,15120,Sulfur with burning wood mixed in ,Getting headache ,"On the waterfront trail and had to turn around before my walk ended. Walking east, then west on the return. Assuming it’s Clairton"
1624450335,06/23/2021 08:12:15 -04:00,3,40.4536,-79.9096,15208,Industrial,,
1624450504,06/23/2021 08:15:04 -04:00,5,40.4339,-79.9166,15217,Industrial stench,,
1624450559,06/23/2021 08:15:59 -04:00,3,40.4635,-79.8403,15235,Dirty coal,,
1624450786,06/23/2021 08:19:46 -04:00,3,40.4386,-79.891,15221,Rotten eggs,,
1624450885,06/23/2021 08:21:25 -04:00,5,40.4359,-79.8963,15218,Industrial ,"Coughing, sinus pain",
1624451324,06/23/2021 08:28:44 -04:00,5,40.4365,-79.979,15219,Asphalt,,"Different location,  2nd report of the day "
1624451409,06/23/2021 08:30:09 -04:00,4,40.4199,-79.8709,15221,Industrial,,
1624451458,06/23/2021 08:30:58 -04:00,5,40.4394,-79.8936,15221,Industrial,"Itchy throat, headache, eye irritation",
1624451788,06/23/2021 08:36:28 -04:00,4,40.4386,-79.8947,15221,Industrial ,Headache,The classic “good morning air pollution” that despite the sunshine dampens the day 
1624452730,06/23/2021 08:52:10 -04:00,5,40.432,-79.8874,15218,Sulfur/industrial,,
1624452998,06/23/2021 08:56:38 -04:00,5,40.3729,-79.8445,15110,,,
1624453508,06/23/2021 09:05:08 -04:00,3,40.471,-79.9169,15206,Industrial ,Headache ,
1624453522,06/23/2021 09:05:22 -04:00,4,40.4406,-79.8353,15235,,,
1624456434,06/23/2021 09:53:54 -04:00,5,40.455,-80.0009,15212,AGH helicopters ,,
1624457155,06/23/2021 10:05:55 -04:00,3,40.4216,-79.9059,15218,,,Stunk this morning! So sick of this!!!
1624460590,06/23/2021 11:03:10 -04:00,4,40.436,-79.9319,15217,,,
1624460593,06/23/2021 11:03:13 -04:00,3,40.4231,-79.7327,15146,Industrial,,
1624460595,06/23/2021 11:03:15 -04:00,1,40.3243,-79.9707,15236,,,
1624460611,06/23/2021 11:03:31 -04:00,1,40.4499,-79.9049,15208,,,
1624460666,06/23/2021 11:04:26 -04:00,1,40.3231,-79.968,15236,,,
1624460764,06/23/2021 11:06:04 -04:00,2,40.4443,-79.9241,15217,,,
1624460985,06/23/2021 11:09:45 -04:00,4,40.4698,-79.9151,15206,Industrial ,Headache,Smell woke us up at 4:00 a.m. and has dissipated now (11:00). 
1624462809,06/23/2021 11:40:09 -04:00,5,40.4469,-80.0023,15212,Rotten egg,,
1624463416,06/23/2021 11:50:16 -04:00,5,40.4546,-80.0039,15212,Allegheny General helicopter ,Headache,Dumping jet fuel 50 feet from my house. Helicopter pretty much parks on the street. Build a real helipad!
1624465081,06/23/2021 12:18:01 -04:00,3,40.4099,-79.9055,15120,Diesel exhaust from Norfolk Southern,Sneezing,
1624475625,06/23/2021 15:13:45 -04:00,5,40.3498,-79.9886,15236,,,
1624483436,06/23/2021 17:23:56 -04:00,5,40.4545,-80.0029,15212,AGH helicopter ,Light headed ,
1624483543,06/23/2021 17:25:43 -04:00,2,40.484,-80.0466,15212,,,
1624486249,06/23/2021 18:10:49 -04:00,4,40.4267,-79.884,15218,Strong wood smoke.,,
1624487195,06/23/2021 18:26:35 -04:00,3,40.419,-79.9079,15218,,,"Stinks in the morning, stinks in the evening"
1624487499,06/23/2021 18:31:39 -04:00,4,40.4211,-79.9053,15218,Sulfur,Itchy throat!,
1624488463,06/23/2021 18:47:43 -04:00,4,40.422,-79.9261,15217,Acrid smell,,
1624490216,06/23/2021 19:16:56 -04:00,4,40.4609,-79.9239,15206,,Sulfur sooty,"Sore throat 
Irritation 
RW lungs "
1624493432,06/23/2021 20:10:32 -04:00,3,40.3736,-80.0691,15243,Chemical,,
1624496417,06/23/2021 21:00:17 -04:00,5,40.3928,-80.066,15243,Vomit horrible entire giant eagle front outside ,Sickening ,
1624497725,06/23/2021 21:22:05 -04:00,3,40.306,-80.0483,15102,Woodsmoke-free until 8pm,,
1624498344,06/23/2021 21:32:24 -04:00,4,40.4848,-80.0463,15212,,,
1624498488,06/23/2021 21:34:48 -04:00,3,40.427,-79.8838,15218,Backyard smells of burnt sticks and twigs. Probabley from up street this time.,,
1624501696,06/23/2021 22:28:16 -04:00,5,40.3818,-79.9085,15120,It smells like rotten eggs/sulfur. ,,"Thank you, Clairton Works, for polluting our air and causing us to have more incidents of rare cancers! "
1624502005,06/23/2021 22:33:25 -04:00,3,40.4319,-79.8141,15235,Bonfires ,Very mild stinging eyes & nostrils. ,"Residents are burning again- lumber, trash, & packaging in backyard bonfires. "
1624510807,06/24/2021 01:00:07 -04:00,4,40.3125,-79.8984,15025,,,
1624512016,06/24/2021 01:20:16 -04:00,5,40.4265,-80.0044,15211,"Rot, pollution, exhaust",,
1624512521,06/24/2021 01:28:41 -04:00,4,40.3961,-79.9642,15227,"Suffer, industrial ",,
1624513231,06/24/2021 01:40:31 -04:00,5,40.4032,-79.9835,15210,,,
1624513928,06/24/2021 01:52:08 -04:00,5,40.3619,-79.9696,15227,"Burning, welding","Headache, sore throat",
1624514482,06/24/2021 02:01:22 -04:00,5,40.3959,-79.9643,15227,Steel mill fumes ,"Headache, watery eyes, burning nose",Had to close the windows and use the AC with the high efficiency filter.  
1624524978,06/24/2021 04:56:18 -04:00,2,40.4863,-80.0478,15212,,,
1624526428,06/24/2021 05:20:28 -04:00,4,40.3841,-79.9679,15227,Chemically,,
1624528117,06/24/2021 05:48:37 -04:00,4,40.3985,-79.9719,15227,"Sulphur from us steelhorr
The u
The clairton uss smell",Sore throat,Really bad
1624529265,06/24/2021 06:07:45 -04:00,3,40.3957,-79.9599,15227,Coke plant,"Headache, Sore Throat ",
1624531405,06/24/2021 06:43:25 -04:00,5,40.4689,-79.9353,15206,,,
1624531644,06/24/2021 06:47:24 -04:00,4,40.3531,-79.9102,15122,Sulfuric ,Sore throat ,
1624531773,06/24/2021 06:49:33 -04:00,3,40.4092,-79.9054,15120,,,Another beautiful day and it stinks. 
1624532179,06/24/2021 06:56:19 -04:00,4,40.4849,-80.0492,15212,ROTTED BURNING WOOD ODOR ALONG WITH POWERFUL DIESEL ODOR. WAS NOT REGULAR EMISSION ODOR,EACH BREATH FELT LIKE I WAS INHALING SOME CAUSTIC ?,NOTED WITHIN 3 MINUTES OF BRISK WALK-BACK HOME! DISGUSTING 
1624532970,06/24/2021 07:09:30 -04:00,5,40.3841,-79.9068,15120,"Industrial, sulfur, rotten eggs. It’s terrible that we can’t even have our windows open in the summer. Thanks, US Steel! ",,Went to bed with the same smell and woke up to it. This is ridiculous that US a steel is allowed to continue to emit toxins into the air and no one cares about it because they’re impacting lower socioeconomic areas. 
1624533077,06/24/2021 07:11:17 -04:00,4,40.4554,-80.0088,15212,Industrial ,,
1624534426,06/24/2021 07:33:46 -04:00,5,40.3842,-79.9104,15120,Strong sulfur fumes from Clairton coke or ET.,"I can no longer smell the Met apron in gas, but the sulfur odor is strong,",Closed all windows. Will ACHD ever stand strong for residents’ health rather than kowtow to US Steel?
1624535372,06/24/2021 07:49:32 -04:00,3,40.3525,-79.9119,15122,Industrial ,,
1624535644,06/24/2021 07:54:04 -04:00,3,40.3514,-79.9122,15122,,,
1624536386,06/24/2021 08:06:26 -04:00,5,40.4432,-80.0047,15222,Sulfur and exhaust coming through my mask,"Post-nasal drip, irritated throat",
1624536680,06/24/2021 08:11:20 -04:00,2,40.5687,-80.0586,15237,Sulfur.  Hydrogen Sulfide. Clairton Coke Works.,,
1624536755,06/24/2021 08:12:35 -04:00,5,40.4108,-79.9399,15207,Industrial reek,Headache sore lungs ,
1624538643,06/24/2021 08:44:03 -04:00,5,40.4636,-79.984,15212,"Industrial smoke, rotten eggs, coke plant, disgusting.",,
1624538671,06/24/2021 08:44:31 -04:00,3,40.4289,-79.9577,15203,"Rubber, industrial",,
1624541980,06/24/2021 09:39:40 -04:00,5,40.4216,-79.9443,15207,Industrial smog smell,"Trouble breathing, allergies worse ",
1624542684,06/24/2021 09:51:24 -04:00,4,40.423,-79.9407,15207,"Sulfur, industrial",Eyes stinging,
1624542909,06/24/2021 09:55:09 -04:00,4,40.4191,-79.9383,15207,,,
1624544021,06/24/2021 10:13:41 -04:00,4,40.4222,-79.9289,15217,,,
1624545635,06/24/2021 10:40:35 -04:00,5,40.4692,-79.9353,15224,Rotten eggs,,
1624545667,06/24/2021 10:41:07 -04:00,3,40.4667,-79.9258,15206,,,
1624546320,06/24/2021 10:52:00 -04:00,4,40.4231,-79.9259,15217,Acrid industrial smell. Awful. Ruined a lovely morning.,,
1624546690,06/24/2021 10:58:10 -04:00,3,40.4272,-79.9372,15217,Rotten eggs. US Steel,,
1624548216,06/24/2021 11:23:36 -04:00,3,40.5676,-80.0579,15237,Sulfur.  Hydrogen Sulfide. Clairton Coke Works.,Sore throat.  Persistent Cough.  ,
1624550782,06/24/2021 12:06:22 -04:00,3,40.4224,-79.9229,15217,Acrid stagnant air. Second report today.,,
1624551317,06/24/2021 12:15:17 -04:00,3,40.4241,-79.9181,15217,Industrial ,,
1624552877,06/24/2021 12:41:17 -04:00,1,40.307,-80.0467,15102,,,
1624556702,06/24/2021 13:45:02 -04:00,4,40.35,-79.9884,15236,,,Have to shut my windows 
1624559861,06/24/2021 14:37:41 -04:00,3,40.446,-79.908,15208,,,
1624561265,06/24/2021 15:01:05 -04:00,4,40.4059,-79.8667,15104,Rotten eggs,Eye irriy,
1624567446,06/24/2021 16:44:06 -04:00,3,40.4506,-80.0082,15212,Anti freeze,Hard to breathe ,
1624572362,06/24/2021 18:06:02 -04:00,5,40.4564,-80.0006,15212,AGH helicopter ,Headaches,
1624572973,06/24/2021 18:16:13 -04:00,5,40.4683,-79.9441,15224,,,
1624574851,06/24/2021 18:47:31 -04:00,3,40.4315,-79.9523,15213,Industrial ,Nausea,"It would be a beautiful night to eat outside, too bad it smells awful"
1624581974,06/24/2021 20:46:14 -04:00,3,40.4531,-79.9089,15208,Rotten eggs ,,
1624586821,06/24/2021 22:07:01 -04:00,5,40.4662,-79.7162,15239,"Burning wood, plastic","Headache, sore throat, burning eyes",My neighbor on Harborview Drive in Plum Borough are illegally burning items in their back yard late at night
1624587798,06/24/2021 22:23:18 -04:00,3,40.3952,-79.9617,15227,USS Clairton Coke Works,"Sore Throat, Headache ",
1624591536,06/24/2021 23:25:36 -04:00,4,40.4351,-79.9183,15217,Burning odor,,Irritating to nose and throat
1624593729,06/25/2021 00:02:09 -04:00,5,40.4574,-80.0058,15212,Allegheny General Hospital Helicopter spewing fumes,Difficult to breathe in heavy metal particulates. ,Landing-idling-takeoff. Same helicopter!
1624614812,06/25/2021 05:53:32 -04:00,3,40.4842,-80.0461,15212,,,
1624615862,06/25/2021 06:11:02 -04:00,3,40.3873,-79.9058,15120,Sulfur. What else is new? Shut them ALL down. ,Lack of sleep. Sore throat. Coughing. ,
1624615906,06/25/2021 06:11:46 -04:00,2,40.4767,-79.9188,15206,Industrial,,
1624619786,06/25/2021 07:16:26 -04:00,4,40.4061,-79.9168,15120,Industrial sulfur,Don’t want to linger at the Waterfront today.,
1624622004,06/25/2021 07:53:24 -04:00,3,40.4205,-79.9262,15217,Acrid,,
1624622634,06/25/2021 08:03:54 -04:00,5,40.3822,-79.9078,15120,The usual smell: industrial sulphur. This is absolutely ridiculous. ,,How has US Steel been allowed to getaway with poisoning the area for so many years? 
1624622714,06/25/2021 08:05:14 -04:00,4,40.4704,-79.9166,15206,"Industrial, chemical",,Seems unsafe to breathe
1624622753,06/25/2021 08:05:53 -04:00,5,40.4739,-79.9241,15206,Rotten eggs,,Reprehensible
1624622812,06/25/2021 08:06:52 -04:00,4,40.456,-79.9181,15206,Rotten egg,,
1624623345,06/25/2021 08:15:45 -04:00,5,40.3835,-79.9066,15120,Sulphur ,,I love those cool summer mornings in Munhall when you can open the windows and smell the carcinogens. 
1624623509,06/25/2021 08:18:29 -04:00,4,40.4557,-79.9285,15232,"Asphalt, tire, sulphur","Chest insides scratchy, congestion, naseau on first gulp, infuriated at the paradox of summer bird song juxtaposed against stench - Pittsburgh I’m starting to fall out of love with you. You are doing us harm",If a department can’t do their job find a system that will or moratorium these polluters in the interim 
1624624112,06/25/2021 08:28:32 -04:00,4,40.4655,-79.9251,15206,,,
1624624767,06/25/2021 08:39:27 -04:00,5,40.4521,-79.9372,15232,,,
1624626292,06/25/2021 09:04:52 -04:00,4,40.4809,-79.9442,15201,Burning coal,"Stuffy nose, itchy throat",
1624631232,06/25/2021 10:27:12 -04:00,3,40.4214,-79.897,15218,,,
1624631391,06/25/2021 10:29:51 -04:00,5,40.3652,-79.8601,15122,"Hydrogen sulfate, sulfur dioxide, Clairton Works and Irvin Works",,
1624631781,06/25/2021 10:36:21 -04:00,3,40.3983,-79.8613,15104,,,
1624632447,06/25/2021 10:47:27 -04:00,3,40.273,-79.886,15037,Formaldehyde ,,
1624634048,06/25/2021 11:14:08 -04:00,4,40.432,-79.8897,15218,,,
1624638818,06/25/2021 12:33:38 -04:00,4,40.4297,-79.8948,15218,Industrial ,,
1624638877,06/25/2021 12:34:37 -04:00,1,40.4018,-80.0801,15106,,,
1624639544,06/25/2021 12:45:44 -04:00,3,40.4462,-79.9067,15208,,,
1624640417,06/25/2021 13:00:17 -04:00,4,40.428,-79.8835,15218,Rotten egg,,
1624654275,06/25/2021 16:51:15 -04:00,3,40.4838,-80.0461,15212,,,
1624659444,06/25/2021 18:17:24 -04:00,4,40.6542,-80.0841,15086,Rotten eggs ,,
1624662364,06/25/2021 19:06:04 -04:00,3,40.3495,-79.9891,15236,,,
1624665145,06/25/2021 19:52:25 -04:00,4,40.43,-79.8877,15218,Sulfur/industrial,,
1624666547,06/25/2021 20:15:47 -04:00,3,40.4857,-80.0464,15212,,,
1624666633,06/25/2021 20:17:13 -04:00,5,40.4074,-79.8701,15104,"Industrial, sulphur","Frustration, headache",
1624667094,06/25/2021 20:24:54 -04:00,1,40.3182,-79.9241,15025,,,
1624668313,06/25/2021 20:45:13 -04:00,3,40.4328,-79.8862,15218,,,
1624669596,06/25/2021 21:06:36 -04:00,3,40.4189,-79.9071,15218,,,
1624670595,06/25/2021 21:23:15 -04:00,5,40.4974,-79.9065,15215,Sulfuric bitter chemical industrial burnt ,Headache eyes nose and throat irritation ,
1624670818,06/25/2021 21:26:58 -04:00,5,40.4476,-79.9173,15206,Industrial Clairton coke works ,Headache nausea sore throat ,
1624671532,06/25/2021 21:38:52 -04:00,3,40.426,-79.9195,15217,Coke oven / coal dust smell,Nasal irritation/ throat irritation,Smell seem like they are coming from a southern direction 
1624672014,06/25/2021 21:46:54 -04:00,5,40.4456,-79.9119,15217,,,
1624672597,06/25/2021 21:56:37 -04:00,5,40.3866,-79.8986,15120,Some corporation is breaking the law.,Can't sit outside. Prosecute Polluters!,
1624673286,06/25/2021 22:08:06 -04:00,4,40.2591,-79.9227,15025,,,
1624678669,06/25/2021 23:37:49 -04:00,5,40.4832,-79.9312,15206,Industrial,,
1624679125,06/25/2021 23:45:25 -04:00,3,40.3715,-79.9097,15207,,,
